ident	Latitude	Longitude	time
T5534	-14.18027429	-169.6569425	2019/06/24 21:45:32+00
T5534	-14.18027965	-169.6569439	2019/06/24 21:45:37+00
T5534	-14.18027488	-169.656943	2019/06/24 21:45:42+00
T5534	-14.18027018	-169.6569509	2019/06/24 21:45:47+00
T5534	-14.18026926	-169.6569531	2019/06/24 21:45:52+00
T5534	-14.18026088	-169.6569533	2019/06/24 21:45:57+00
T5534	-14.18025753	-169.6569533	2019/06/24 21:46:02+00
T5534	-14.18025476	-169.6569488	2019/06/24 21:46:07+00
T5534	-14.18025417	-169.6569487	2019/06/24 21:46:12+00
T5534	-14.1802597	-169.6569471	2019/06/24 21:46:17+00
T5534	-14.18026423	-169.6569478	2019/06/24 21:46:22+00
T5534	-14.18027119	-169.6569404	2019/06/24 21:46:27+00
T5534	-14.18027638	-169.6569384	2019/06/24 21:46:32+00
T5534	-14.18027873	-169.6569378	2019/06/24 21:46:37+00
T5534	-14.18028041	-169.6569365	2019/06/24 21:46:42+00
T5534	-14.18028091	-169.6569368	2019/06/24 21:46:47+00
T5534	-14.18028234	-169.6569373	2019/06/24 21:46:52+00
T5534	-14.18028058	-169.6569374	2019/06/24 21:46:57+00
T5534	-14.1802794	-169.656936	2019/06/24 21:47:02+00
T5534	-14.18027789	-169.6569352	2019/06/24 21:47:07+00
T5534	-14.18027119	-169.6569358	2019/06/24 21:47:12+00
T5534	-14.18026834	-169.6569382	2019/06/24 21:47:17+00
T5534	-14.18026574	-169.656943	2019/06/24 21:47:22+00
T5534	-14.18026373	-169.6569449	2019/06/24 21:47:27+00
T5534	-14.18026499	-169.6569485	2019/06/24 21:47:32+00
T5534	-14.1802597	-169.6569487	2019/06/24 21:47:37+00
T5534	-14.18025484	-169.6569469	2019/06/24 21:47:42+00
T5534	-14.18024755	-169.6569449	2019/06/24 21:47:47+00
T5534	-14.18024294	-169.656944	2019/06/24 21:47:52+00
T5534	-14.18024881	-169.6569436	2019/06/24 21:47:57+00
T5534	-14.18024755	-169.6569421	2019/06/24 21:48:02+00
T5534	-14.18024587	-169.6569414	2019/06/24 21:48:07+00
T5534	-14.18024646	-169.656942	2019/06/24 21:48:12+00
T5534	-14.1802499	-169.6569448	2019/06/24 21:48:17+00
T5534	-14.18025132	-169.6569466	2019/06/24 21:48:22+00
T5534	-14.18024546	-169.6569466	2019/06/24 21:48:27+00
T5534	-14.18023607	-169.6569484	2019/06/24 21:48:32+00
T5534	-14.18022391	-169.6569483	2019/06/24 21:48:37+00
T5534	-14.18021813	-169.656949	2019/06/24 21:48:42+00
T5534	-14.18021402	-169.6569508	2019/06/24 21:48:47+00
T5534	-14.18021645	-169.6569513	2019/06/24 21:48:52+00
T5534	-14.18021947	-169.6569503	2019/06/24 21:48:57+00
T5534	-14.18022752	-169.6569496	2019/06/24 21:49:02+00
T5534	-14.18023012	-169.6569511	2019/06/24 21:49:07+00
T5534	-14.1802302	-169.6569549	2019/06/24 21:49:12+00
T5534	-14.18023121	-169.6569537	2019/06/24 21:49:17+00
T5534	-14.18023649	-169.6569524	2019/06/24 21:49:22+00
T5534	-14.18024152	-169.6569516	2019/06/24 21:49:27+00
T5534	-14.18024261	-169.6569506	2019/06/24 21:49:32+00
T5534	-14.18023892	-169.6569482	2019/06/24 21:49:37+00
T5534	-14.18024118	-169.6569438	2019/06/24 21:49:42+00
T5534	-14.18024537	-169.6569394	2019/06/24 21:49:47+00
T5534	-14.18023925	-169.656937	2019/06/24 21:49:52+00
T5534	-14.18023422	-169.6569351	2019/06/24 21:49:57+00
T5534	-14.18023221	-169.6569344	2019/06/24 21:50:02+00
T5534	-14.18022928	-169.6569343	2019/06/24 21:50:07+00
T5534	-14.18022878	-169.6569352	2019/06/24 21:50:12+00
T5534	-14.18022366	-169.6569359	2019/06/24 21:50:17+00
T5534	-14.18022266	-169.6569363	2019/06/24 21:50:22+00
T5534	-14.18022358	-169.6569392	2019/06/24 21:50:27+00
T5534	-14.18023121	-169.6569378	2019/06/24 21:50:32+00
T5534	-14.18024143	-169.6569361	2019/06/24 21:50:37+00
T5534	-14.18024847	-169.656935	2019/06/24 21:50:42+00
T5534	-14.18025694	-169.6569321	2019/06/24 21:50:47+00
T5534	-14.18026557	-169.6569322	2019/06/24 21:50:52+00
T5534	-14.18026675	-169.6569362	2019/06/24 21:50:57+00
T5534	-14.18026582	-169.6569399	2019/06/24 21:51:02+00
T5534	-14.18026549	-169.6569407	2019/06/24 21:51:07+00
T5534	-14.180268	-169.6569408	2019/06/24 21:51:12+00
T5534	-14.18027085	-169.6569406	2019/06/24 21:51:17+00
T5534	-14.18027152	-169.6569416	2019/06/24 21:51:22+00
T5534	-14.18027429	-169.6569437	2019/06/24 21:51:27+00
T5534	-14.1802789	-169.6569425	2019/06/24 21:51:32+00
T5534	-14.18027974	-169.6569413	2019/06/24 21:51:37+00
T5534	-14.18028016	-169.6569394	2019/06/24 21:51:42+00
T5534	-14.18028066	-169.6569388	2019/06/24 21:51:47+00
T5534	-14.18028175	-169.6569375	2019/06/24 21:51:52+00
T5534	-14.18027739	-169.6569357	2019/06/24 21:51:57+00
T5534	-14.18028083	-169.6569326	2019/06/24 21:52:02+00
T5534	-14.18028351	-169.6569319	2019/06/24 21:52:07+00
T5534	-14.18028812	-169.6569317	2019/06/24 21:52:12+00
T5534	-14.18029139	-169.656932	2019/06/24 21:52:17+00
T5534	-14.18029097	-169.6569318	2019/06/24 21:52:22+00
T5534	-14.18029105	-169.6569321	2019/06/24 21:52:27+00
T5534	-14.18028854	-169.6569329	2019/06/24 21:52:32+00
T5534	-14.18028653	-169.6569332	2019/06/24 21:52:37+00
T5534	-14.18028611	-169.656931	2019/06/24 21:52:42+00
T5534	-14.18028326	-169.6569291	2019/06/24 21:52:47+00
T5534	-14.18028435	-169.6569278	2019/06/24 21:52:52+00
T5534	-14.18028234	-169.6569277	2019/06/24 21:52:57+00
T5534	-14.18028167	-169.6569298	2019/06/24 21:53:02+00
T5534	-14.18028167	-169.6569301	2019/06/24 21:53:07+00
T5534	-14.18028091	-169.6569304	2019/06/24 21:53:12+00
T5534	-14.18028301	-169.6569312	2019/06/24 21:53:17+00
T5534	-14.18028284	-169.6569325	2019/06/24 21:53:22+00
T5534	-14.18028242	-169.6569327	2019/06/24 21:53:27+00
T5534	-14.18028091	-169.6569333	2019/06/24 21:53:32+00
T5534	-14.18028049	-169.6569358	2019/06/24 21:53:37+00
T5534	-14.18027957	-169.6569363	2019/06/24 21:53:42+00
T5534	-14.1802794	-169.6569353	2019/06/24 21:53:47+00
T5534	-14.18027932	-169.6569342	2019/06/24 21:53:52+00
T5534	-14.18028091	-169.6569347	2019/06/24 21:53:57+00
T5534	-14.18028317	-169.6569351	2019/06/24 21:54:02+00
T5534	-14.1802825	-169.6569345	2019/06/24 21:54:07+00
T5534	-14.18028125	-169.6569352	2019/06/24 21:54:12+00
T5534	-14.18028091	-169.6569363	2019/06/24 21:54:17+00
T5534	-14.18028175	-169.6569369	2019/06/24 21:54:22+00
T5534	-14.18028267	-169.6569375	2019/06/24 21:54:27+00
T5534	-14.18028468	-169.6569363	2019/06/24 21:54:32+00
T5534	-14.18028611	-169.6569373	2019/06/24 21:54:37+00
T5534	-14.18028686	-169.6569381	2019/06/24 21:54:42+00
T5534	-14.18028787	-169.6569385	2019/06/24 21:54:47+00
T5534	-14.18028879	-169.6569392	2019/06/24 21:54:52+00
T5534	-14.18028879	-169.6569407	2019/06/24 21:54:57+00
T5534	-14.18028745	-169.6569421	2019/06/24 21:55:02+00
T5534	-14.18028636	-169.6569445	2019/06/24 21:55:07+00
T5534	-14.1802856	-169.6569452	2019/06/24 21:55:12+00
T5534	-14.18028552	-169.6569474	2019/06/24 21:55:17+00
T5534	-14.18028552	-169.6569494	2019/06/24 21:55:22+00
T5534	-14.18028384	-169.6569511	2019/06/24 21:55:27+00
T5534	-14.18028267	-169.6569537	2019/06/24 21:55:32+00
T5534	-14.18027957	-169.6569566	2019/06/24 21:55:37+00
T5534	-14.18027907	-169.656961	2019/06/24 21:55:42+00
T5534	-14.18027806	-169.6569647	2019/06/24 21:55:47+00
T5534	-14.18027706	-169.6569671	2019/06/24 21:55:52+00
T5534	-14.18027538	-169.6569692	2019/06/24 21:55:57+00
T5534	-14.18027488	-169.6569697	2019/06/24 21:56:02+00
T5534	-14.18027496	-169.6569685	2019/06/24 21:56:07+00
T5534	-14.1802737	-169.6569677	2019/06/24 21:56:12+00
T5534	-14.18027429	-169.6569677	2019/06/24 21:56:17+00
T5534	-14.18027278	-169.6569679	2019/06/24 21:56:22+00
T5534	-14.18027395	-169.656968	2019/06/24 21:56:27+00
T5534	-14.18027521	-169.6569672	2019/06/24 21:56:32+00
T5534	-14.18027638	-169.6569669	2019/06/24 21:56:37+00
T5534	-14.1802789	-169.6569674	2019/06/24 21:56:42+00
T5534	-14.18028016	-169.656968	2019/06/24 21:56:47+00
T5534	-14.18028259	-169.65697	2019/06/24 21:56:52+00
T5534	-14.18028083	-169.6569687	2019/06/24 21:56:57+00
T5534	-14.18027655	-169.6569694	2019/06/24 21:57:02+00
T5534	-14.18027412	-169.6569708	2019/06/24 21:57:07+00
T5534	-14.18027295	-169.6569695	2019/06/24 21:57:12+00
T5534	-14.18027094	-169.6569702	2019/06/24 21:57:17+00
T5534	-14.18026993	-169.6569701	2019/06/24 21:57:22+00
T5534	-14.18026809	-169.6569687	2019/06/24 21:57:27+00
T5534	-14.18026809	-169.6569675	2019/06/24 21:57:32+00
T5534	-14.18026716	-169.6569673	2019/06/24 21:57:37+00
T5534	-14.18026742	-169.6569652	2019/06/24 21:57:42+00
T5534	-14.18027203	-169.6569652	2019/06/24 21:57:47+00
T5534	-14.18027337	-169.6569651	2019/06/24 21:57:52+00
T5534	-14.1802763	-169.6569663	2019/06/24 21:57:57+00
T5534	-14.18027898	-169.6569658	2019/06/24 21:58:02+00
T5534	-14.18028049	-169.6569648	2019/06/24 21:58:07+00
T5534	-14.18028192	-169.6569612	2019/06/24 21:58:12+00
T5534	-14.1802825	-169.656959	2019/06/24 21:58:17+00
T5534	-14.18028393	-169.6569562	2019/06/24 21:58:22+00
T5534	-14.18028745	-169.6569554	2019/06/24 21:58:27+00
T5534	-14.18028988	-169.656956	2019/06/24 21:58:32+00
T5534	-14.18029323	-169.6569566	2019/06/24 21:58:37+00
T5534	-14.180297	-169.6569571	2019/06/24 21:58:42+00
T5534	-14.18030027	-169.6569584	2019/06/24 21:58:47+00
T5534	-14.1803012	-169.6569596	2019/06/24 21:58:52+00
T5534	-14.18030228	-169.6569613	2019/06/24 21:58:57+00
T5534	-14.18030245	-169.656962	2019/06/24 21:59:02+00
T5534	-14.18030245	-169.6569627	2019/06/24 21:59:07+00
T5534	-14.18030354	-169.6569632	2019/06/24 21:59:12+00
T5534	-14.18030446	-169.6569648	2019/06/24 21:59:17+00
T5534	-14.18030404	-169.6569637	2019/06/24 21:59:22+00
T5534	-14.18030312	-169.6569621	2019/06/24 21:59:27+00
T5534	-14.18030069	-169.6569609	2019/06/24 21:59:32+00
T5534	-14.18029591	-169.6569614	2019/06/24 21:59:37+00
T5534	-14.18028845	-169.6569644	2019/06/24 21:59:42+00
T5534	-14.1802846	-169.6569652	2019/06/24 21:59:47+00
T5534	-14.18028284	-169.6569671	2019/06/24 21:59:52+00
T5534	-14.18028326	-169.6569691	2019/06/24 21:59:57+00
T5534	-14.18028275	-169.656971	2019/06/24 22:00:02+00
T5534	-14.18028208	-169.6569728	2019/06/24 22:00:07+00
T5534	-14.18027764	-169.6569735	2019/06/24 22:00:12+00
T5534	-14.18027798	-169.6569758	2019/06/24 22:00:17+00
T5534	-14.18027957	-169.6569768	2019/06/24 22:00:22+00
T5534	-14.18027781	-169.6569778	2019/06/24 22:00:27+00
T5534	-14.18027714	-169.6569759	2019/06/24 22:00:32+00
T5534	-14.18027454	-169.6569743	2019/06/24 22:00:37+00
T5534	-14.18027102	-169.6569735	2019/06/24 22:00:42+00
T5534	-14.18026968	-169.6569735	2019/06/24 22:00:47+00
T5534	-14.18026926	-169.6569736	2019/06/24 22:00:52+00
T5534	-14.18026934	-169.6569696	2019/06/24 22:00:57+00
T5534	-14.18027152	-169.6569663	2019/06/24 22:01:02+00
T5534	-14.18027437	-169.6569591	2019/06/24 22:01:07+00
T5534	-14.18027563	-169.6569587	2019/06/24 22:01:12+00
T5534	-14.18027194	-169.6569517	2019/06/24 22:01:17+00
